cluster,AHA
0,"[53, 75]"
1,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]"
2,"[46, 50, 57, 46, 47, 54, 41, 58, 49, 40, 63, 49, 41, 67, 52, 16, 49, 39, 53, 64, 59, 42, 68, 40, 55, 69, 63]"
3,[100]
4,[100]
5,"[78, 65, 54, 84, 78, 100, 100, 100, 100, 100, 100, 100]"
