cluster,AHA
0,[41]
1,[100]
2,"[50, 57, 53, 47, 78, 49, 65, 63, 49, 67, 52, 49, 53, 54, 40, 84, 78, 55, 63, 100, 100, 100, 100, 100, 100, 100, 100, 100]"
3,"[46, 46, 54, 58, 40, 41, 16, 39, 64, 59, 42, 68, 75, 69, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]"
