cluster,AHA
0,"[46, 46, 47, 78, 54, 58, 65, 40, 41, 67, 16, 49, 39, 64, 59, 68, 54, 84, 55, 75]"
1,"[50, 57, 53, 41, 49, 63, 49, 52, 53, 42, 40, 78, 69, 63]"
