cluster,AHA
0,"[46, 46, 50, 50, 50, 57, 46, 46, 46, 47, 47, 78, 78, 54, 54, 54, 41, 41, 58, 58, 58, 58, 58, 49, 49, 49, 65, 65, 65, 40, 40, 40, 40, 63, 63, 49, 49, 41, 41, 41, 67, 52, 16, 16, 16, 16, 16, 49, 49, 39, 39, 39, 39, 53, 53, 64, 59, 59, 68, 54, 54, 40, 40, 78, 78, 55, 55, 75, 69, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]"
1,"[84, 63, 100, 100, 100, 100, 100, 100, 100]"
2,"[46, 46, 53, 53, 54, 41, 49, 49, 41, 52, 52, 52, 49, 53, 42, 68, 54, 54, 84, 78, 63, 100, 100, 100]"
3,"[57, 57, 57, 53, 47, 47, 78, 54, 41, 65, 65, 40, 63, 63, 49, 67, 67, 39, 53, 53, 64, 64, 64, 64, 42, 42, 68, 40, 55, 75, 75, 75, 69, 69, 63, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]"
