cluster,AHA
0,[100]
1,"[46, 57, 46, 53, 47, 54, 41, 58, 49, 40, 63, 41, 16, 49, 39, 53, 64, 42, 40, 78, 75, 69, 63, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]"
2,[100]
3,"[50, 78, 65, 49, 67, 52, 59, 68, 54, 84, 55, 100, 100, 100, 100, 100, 100, 100]"
4,[100]
5,"[100, 100, 100, 100]"
6,[100]
7,[100]
