cluster,AHA,MACS
0,[57],[2]
1,"[46, 50, 46, 53, 47, 41, 49, 65, 49, 67, 52, 16, 53, 40, 84, 69]","[2, 2, 2, 3, 2, 3, 2, 1, 2, 1, 2, 3, 2, 2, 1, 1]"
2,"[78, 54, 58, 40, 63, 41, 49, 39, 64, 59, 42, 68, 54, 78, 55, 75, 63]","[1, 2, 2, 3, 1, 3, 2, 3, 1, 2, 3, 1, 1, 1, 2, 1, 1]"
